"","1750.0000","2000.0000","2375.0000","2500.0000","3000.0000","3500.0000","4000.0000","4500.0000","5000.0000","5500.0000","5525.0000","5550.0000","5575.0000","5600.0000","5625.0000","5650.0000","5675.0000","5700.0000","5725.0000","5750.0000",
"0.1031","1.0000","1.0000","1.0000","1.0000","1.0000","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984",
"0.2063","1.0000","1.0000","1.0000","1.0000","1.0000","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984",
"0.3094","1.0000","1.0000","1.0000","1.0000","1.0000","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984",
"0.4125","1.0000","1.0000","1.0000","1.0000","1.0000","1.2773","1.3438","1.3008","1.3008","1.3438","1.3438","1.3438","1.3438","1.3438","1.3438","1.3438","1.3438","1.3438","1.3438","1.3438",
"0.5156","1.0000","1.0000","1.0000","1.0000","1.0000","1.1719","1.1328","1.3008","1.3203","1.2383","1.2383","1.2383","1.2383","1.2383","1.2383","1.2383","1.2383","1.2383","1.2383","1.2383",
"0.6188","1.0000","1.0000","1.0000","1.0000","1.0000","1.0703","1.1484","1.1914","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594",
"0.7219","1.0000","1.0000","1.0000","1.0000","1.0508","1.1484","1.1875","1.1992","1.1992","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594",
"0.8250","1.0000","1.0000","1.0000","1.0000","1.0703","1.1484","1.1992","1.2305","1.2813","1.3203","1.3203","1.3203","1.3203","1.3203","1.3203","1.3203","1.3203","1.3203","1.3203","1.3203",
"0.9281","1.0000","1.0000","1.0000","1.0313","1.1445","1.1563","1.1758","1.2422","1.3828","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789",
"1.0313","1.0000","1.0000","1.0000","1.0508","1.1523","1.2031","1.2109","1.2695","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594","1.3594",
"1.1344","1.0273","1.0352","1.1094","1.1211","1.1992","1.2500","1.3008","1.3594","1.3711","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789",
"1.2375","1.0273","1.0586","1.1094","1.1172","1.1406","1.2109","1.2500","1.3086","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789",
"1.3406","1.0820","1.1289","1.1484","1.1680","1.2305","1.2969","1.2734","1.3438","1.3906","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789",
"1.4438","1.1289","1.1484","1.1641","1.1797","1.2695","1.3398","1.3359","1.3633","1.4102","1.3516","1.3516","1.3516","1.3516","1.3516","1.3516","1.3516","1.3516","1.3516","1.3516","1.3516",
"1.5469","1.2188","1.2188","1.2500","1.2500","1.3477","1.3711","1.4063","1.4023","1.3711","1.3711","1.3711","1.3711","1.3711","1.3711","1.3711","1.3711","1.3711","1.3711","1.3711","1.3711",
"1.6500","1.3711","1.3711","1.3477","1.3555","1.3789","1.3750","1.3750","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789",
"1.7016","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789","1.3789",
"1.7532","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.4102","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984","1.3984",
"1.8563","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.4102","1.3984","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906",
"1.9594","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.4102","1.3984","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906",
"2.0625","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.4102","1.3984","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906",
"2.1657","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.4102","1.3984","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906",
"2.2688","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.4102","1.3984","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906",
"2.3719","1.3711","1.3711","1.3477","1.3555","1.3594","1.3594","1.4102","1.3984","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906","1.3906",
"",
"Series","Name","Unit",
"Table","Fuel - Power Enrichment - Target","AFR_EQ",
"X Axis","Fueling - Closed Loop - RPM","RPM",
"Y Axis","Fueling - Closed Loop - Calculated Load","G_PER_REV",
