"","2400.0000","2800.0000","3200.0000","3600.0000","4000.0000","4400.0000","4800.0000","5200.0000","5600.0000","6000.0000","6400.0000","6600.0000","6800.0000","7200.0000",
"0.0000","350.0000","350.0000","350.0000","350.0000","350.0000","322.0000","335.0000","305.0000","280.0000","230.0000","223.0000","200.0000","200.0000","200.0000",
"0.3125","350.0000","350.0000","350.0000","350.0000","350.0000","334.5000","341.7000","324.9625","298.8000","258.6250","238.3875","220.6000","220.6000","220.6000",
"0.5000","350.0000","350.0000","350.0000","350.0000","350.0000","342.0000","345.7125","336.9375","310.0750","275.8000","247.6125","232.9500","232.9500","232.9500",
"0.6250","350.0000","350.0000","350.0000","350.0000","350.0000","347.0000","348.3875","344.9250","317.5875","287.2500","253.7625","241.1875","241.1875","241.1875",
"0.6875","350.0000","350.0000","350.0000","350.0000","350.0000","350.0000","350.0000","349.7250","322.1000","294.1250","257.4625","246.1250","246.1250","246.1250",
"1.0000","350.0000","350.0000","350.0000","350.0000","350.0000","350.0000","350.0000","349.7250","322.1000","294.1250","257.4625","246.1250","246.1250","246.1250",
"",
"Series","Name","Unit",
"Table","Throttle - Requested Torque - Limits - Requested Torque DAM Limit","NM",
"X Axis","RPM","RPM",
"Y Axis","Ignition - Dynamic Advance - DAM","NONE",
