"Time","Airflow - Turbo - Boost - Boost Target Final (Absolute)","Airflow - Turbo - Boost - Manifold Absolute Pressure","Airflow - Turbo - Wastegate - Duty Cycle Commanded","Analytical - Boost Pressure","Analytical - Estimated Power (Old Method)","Engine - Calculated Load","Engine - RPM","Fuel - Command - Corrections - AF Correction STFT","Fuel - Command - Corrections - AF Learn 1 (LTFT)","Ignition - Dynamic Advance Multiplier","Ignition - Feedback Knock","Ignition - Fine Knock Learn","PIDs - (10C5) Vehicle Speed","PIDs - (F404) Calculated Load Value","PIDs - (F405) Coolant Temperature","PIDs - (F40C) Engine Speed","PIDs - (F40E) Ignition Timing 1","PIDs - (F40F) Intake Air Temperature","PIDs - (F410) Mass Air Flow","PIDs - (F411) Throttle Opening Angle","PIDs - (F423) Fuel Pressure","PIDs - (F45C) Oil Temperature","Sensors - AF Ratio 1","Sensors - Barometric Pressure","Sensors - Manifold Absolute Pressure - Pressure Main","Throttle - Requested Torque - Main Accelerator Position","Transmission - Current Gear",
"2025-12-20T18:33:44.550940Z","30.77","34.40","22.67","19.66","210049.78","2.77","4055","0.55","-2.34","1.00","0.00","0.00","88.00","100.00","90.00","4058","-0.50","22.00","189.22","78.82","2175.57","98.00","0.749","14.74","","93.98","3.00",
"2025-12-20T18:33:44.582919Z","30.82","34.62","23.16","19.88","215999.67","2.83","4072","1.13","-2.34","1.00","0.00","0.00","88.00","100.00","90.00","4058","-0.50","22.00","189.22","78.82","2175.57","98.00","0.740","14.74","","94.11","3.00",
"2025-12-20T18:33:44.614922Z","30.81","34.41","22.20","19.67","221970.80","2.89","4097","0.68","-2.34","1.00","0.00","0.00","89.00","100.00","90.00","4094","0.00","22.00","200.77","78.43","2230.68","98.00","0.729","14.74","","94.05","3.00",
"2025-12-20T18:33:44.652240Z","30.78","34.45","21.53","19.71","220136.69","2.84","4143","0.93","-2.34","1.00","0.00","0.00","89.00","100.00","90.00","4094","0.00","22.00","200.77","78.43","2230.68","98.00","0.725","14.74","","93.86","3.00",
"2025-12-20T18:33:44.684295Z","30.76","35.74","21.07","21.00","227660.47","2.95","4121","0.16","-2.34","1.00","0.00","0.00","89.00","100.00","90.00","4094","0.00","22.00","200.77","78.43","2230.68","98.00","0.733","14.74","","93.79","3.00",
"2025-12-20T18:33:44.716251Z","30.74","35.62","20.09","20.88","224759.30","2.90","4139","0.84","-2.34","1.00","0.00","0.00","90.00","100.00","91.00","4124","0.00","22.00","237.57","78.43","2208.93","98.00","0.734","14.74","","93.60","3.00",
"2025-12-20T18:33:44.748253Z","30.70","34.67","19.55","19.93","222572.30","2.84","4178","0.98","-2.34","1.00","0.00","0.00","90.00","100.00","91.00","4124","0.00","22.00","237.57","78.43","2208.93","98.00","0.750","14.74","","93.41","3.00",
"2025-12-20T18:33:44.785583Z","30.70","36.12","19.54","21.38","233407.06","2.97","4200","3.82","-2.34","1.00","0.00","0.00","91.00","100.00","91.00","4193","0.00","22.00","227.93","78.43","1944.96","98.00","0.744","14.74","","93.41","3.00",
"2025-12-20T18:33:44.819509Z","30.68","36.39","18.16","21.65","226231.36","2.87","4212","3.46","-2.34","1.00","0.00","0.00","91.00","100.00","91.00","4193","0.00","22.00","227.93","78.43","1944.96","98.00","0.746","14.74","","93.28","3.00",
"2025-12-20T18:33:44.849576Z","30.67","36.24","18.00","21.50","228126.33","2.88","4223","3.94","-2.34","1.00","0.00","0.00","92.00","100.00","91.00","4225","0.00","21.00","206.01","78.43","2237.94","98.00","0.751","14.74","","93.15","3.00",
"2025-12-20T18:33:44.882084Z","30.67","35.99","17.70","21.25","236400.33","2.99","4225","3.31","-2.34","1.00","0.00","0.00","92.00","100.00","91.00","4225","0.00","21.00","206.01","78.43","2237.94","98.00","0.738","14.74","","93.22","3.00",
"2025-12-20T18:33:44.918899Z","30.67","36.32","17.17","21.58","235547.47","2.96","4255","3.50","-2.34","1.00","0.00","0.00","92.00","100.00","91.00","4225","0.00","21.00","206.01","78.43","2237.94","98.00","0.744","14.74","","93.22","3.00",
"2025-12-20T18:33:44.950910Z","30.68","35.43","17.13","20.70","235470.89","2.94","4283","4.32","-2.34","1.00","0.00","0.00","93.00","100.00","91.00","4269","0.00","21.00","189.92","78.82","2075.49","98.00","0.762","14.74","","93.34","3.00",
"2025-12-20T18:33:44.982909Z","30.71","36.95","17.10","22.21","242299.75","3.02","4287","5.81","-2.34","1.00","0.00","0.00","93.00","100.00","91.00","4269","0.00","21.00","189.92","78.82","2075.49","98.00","0.751","14.74","","93.60","3.00",
"2025-12-20T18:33:45.014914Z","30.73","36.43","17.11","21.70","235702.61","2.91","4318","5.88","-2.34","1.00","0.00","0.00","94.00","100.00","91.00","4312","0.00","21.00","206.75","78.43","2217.63","98.00","0.757","14.74","","93.60","3.00",
"2025-12-20T18:33:45.052236Z","30.74","36.39","16.89","21.65","235495.28","2.89","4352","7.10","-2.34","1.00","0.00","0.00","94.00","100.00","91.00","4312","0.00","21.00","206.75","78.43","2217.63","98.00","0.757","14.74","","93.73","3.00",
"2025-12-20T18:33:45.084238Z","30.76","37.13","16.68","22.39","248401.64","3.06","4338","5.91","-2.34","1.00","0.00","0.00","94.00","100.00","91.00","4312","0.00","21.00","206.75","78.43","2217.63","98.00","0.758","14.74","","93.86","3.00",
"2025-12-20T18:33:45.117251Z","30.79","36.68","16.66","21.94","242630.11","2.97","4358","6.41","-2.34","1.00","0.00","0.00","95.00","100.00","91.00","4340","0.00","21.00","246.72","78.43","1931.91","98.00","0.759","14.74","","94.05","3.00",
"2025-12-20T18:33:45.153184Z","30.85","36.64","17.15","21.91","240096.56","2.92","4387","8.49","-2.34","1.00","0.00","0.00","95.00","100.00","91.00","4340","0.00","21.00","246.72","78.43","1931.91","98.00","0.760","14.74","","94.94","3.00",
"2025-12-20T18:33:45.185575Z","31.10","36.69","18.86","21.95","254556.16","3.08","4416","7.15","-2.34","1.00","0.00","0.00","96.00","100.00","91.00","4407","0.00","21.00","249.53","78.43","2116.10","98.00","0.735","14.74","","96.16","3.00",
"2025-12-20T18:33:45.217617Z","31.21","37.32","20.71","22.58","248308.27","2.99","4437","8.05","-2.34","1.00","0.00","0.00","96.00","100.00","91.00","4407","0.00","21.00","249.53","78.43","2116.10","98.00","0.762","14.74","","96.68","3.00",
"2025-12-20T18:33:45.249567Z","31.34","36.12","21.59","21.38","246369.30","2.96","4447","9.74","-2.34","1.00","0.00","0.00","97.00","100.00","91.00","4452","0.00","21.00","213.88","78.82","2214.73","98.00","0.780","14.74","","97.12","3.00",
"2025-12-20T18:33:45.281575Z","31.41","36.22","22.82","21.49","257140.69","3.09","4439","10.46","-2.34","1.00","0.00","0.00","97.00","100.00","91.00","4452","0.00","21.00","213.88","78.82","2214.73","98.00","0.769","14.74","","97.83","3.00",
"2025-12-20T18:33:45.318911Z","31.44","36.77","24.26","22.03","254072.42","3.04","4462","10.60","-2.34","1.00","0.00","0.00","97.00","100.00","91.00","4452","0.00","21.00","213.88","78.82","2214.73","98.00","0.766","14.74","","98.21","3.00",
"2025-12-20T18:33:45.352712Z","31.50","36.00","26.30","21.27","247975.11","2.93","4520","10.81","-2.34","1.00","0.00","0.00","97.00","100.00","91.00","4503","0.00","21.00","206.01","78.82","2140.76","98.00","0.777","14.74","","98.91","3.00",
"2025-12-20T18:33:45.385276Z","31.50","36.92","28.80","22.18","260319.27","3.08","4509","10.89","-2.34","1.00","0.00","0.00","98.00","100.00","91.00","4503","0.00","21.00","206.01","78.82","2140.76","98.00","0.762","14.74","","99.24","3.00",
"2025-12-20T18:33:45.414901Z","31.50","37.15","27.61","22.42","259473.22","3.07","4516","10.23","-2.34","1.00","0.00","0.00","98.00","100.00","91.00","4516","0.00","21.00","254.46","78.82","2132.06","98.00","0.757","14.74","","98.98","3.00",
"2025-12-20T18:33:45.452586Z","31.53","36.34","26.22","21.60","250373.88","2.93","4560","12.41","-2.34","1.00","0.00","0.00","99.00","100.00","91.00","4516","0.00","21.00","254.46","78.82","2132.06","98.00","0.774","14.74","","98.34","3.00",
"2025-12-20T18:33:45.484256Z","31.58","36.68","25.89","21.94","263923.13","3.08","4575","12.75","-2.34","1.00","0.00","0.00","99.00","100.00","91.00","4516","0.00","20.00","254.46","78.82","2132.06","98.00","0.773","14.74","","98.08","3.00",
"2025-12-20T18:33:45.516235Z","31.59","38.32","24.15","23.58","264680.66","3.09","4580","11.31","-2.34","1.00","0.00","0.00","99.00","100.00","91.00","4580","0.00","20.00","269.64","78.82","2133.51","98.00","0.755","14.74","","97.70","3.00",
"2025-12-20T18:33:45.548233Z","31.59","37.53","23.91","22.79","253120.95","2.93","4616","12.87","-2.34","1.00","0.00","0.00","100.00","100.00","91.00","4580","0.00","20.00","269.64","78.82","2133.51","98.00","0.776","14.74","","96.93","3.00",
"2025-12-20T18:33:45.586437Z","31.26","37.05","21.71","22.31","266473.19","3.08","4618","13.83","-2.34","1.00","0.00","0.00","100.00","100.00","91.00","4620","0.00","20.00","242.14","78.82","2098.70","98.00","0.764","14.74","","94.37","3.00",
"2025-12-20T18:33:45.619513Z","30.78","37.92","17.89","23.18","263149.84","3.04","4618","13.88","-2.34","1.00","0.00","0.00","101.00","100.00","91.00","4620","0.00","20.00","242.14","78.82","2098.70","98.00","0.764","14.74","","92.12","3.00",
"2025-12-20T18:33:45.649568Z","30.58","37.62","16.12","22.88","258095.52","2.95","4666","14.44","-2.34","1.00","0.00","0.00","101.00","100.00","91.00","4659","0.00","20.00","209.10","78.82","1997.17","98.00","0.788","14.74","","90.46","3.00",
"2025-12-20T18:33:45.681564Z","30.28","36.70","13.40","21.96","268725.81","3.06","4685","15.90","-2.34","1.00","0.00","0.00","101.00","100.00","91.00","4659","0.00","20.00","209.10","78.82","1997.17","98.00","0.773","14.74","","89.24","3.00",
"2025-12-20T18:33:45.718894Z","29.97","37.74","10.95","23.00","265166.03","3.01","4711","15.95","-2.34","1.00","0.00","0.00","102.00","100.00","91.00","4659","0.00","20.00","209.10","78.82","1997.17","98.00","0.775","14.74","","88.35","3.00",
"2025-12-20T18:33:45.750880Z","29.97","36.12","10.63","21.38","257737.69","2.92","4709","16.25","-2.34","1.00","0.00","0.00","102.00","100.00","91.00","4709","0.00","20.00","210.69","78.82","2108.85","98.00","0.783","14.74","","88.42","3.00",
"2025-12-20T18:33:45.785722Z","29.98","37.11","10.48","22.37","271085.81","3.07","4713","15.41","-2.34","1.00","0.00","0.00","103.00","100.00","91.00","4709","0.00","20.00","210.69","78.82","2108.85","98.00","0.754","14.74","","88.35","3.00",
"2025-12-20T18:33:45.819064Z","29.96","36.19","11.01","21.45","257902.58","2.91","4739","15.94","-2.34","1.00","0.00","0.00","103.00","100.00","91.00","4721","0.00","20.00","216.27","78.82","2052.29","98.00","0.765","14.74","","88.29","3.00",
"2025-12-20T18:33:45.852215Z","29.97","36.34","11.57","21.60","259919.97","2.91","4776","15.38","-2.34","1.00","0.00","0.00","104.00","100.00","91.00","4721","0.00","20.00","216.27","78.82","2052.29","98.00","0.758","14.74","","88.29","3.00",
"2025-12-20T18:33:45.885633Z","29.97","35.99","11.79","21.25","262532.16","2.93","4786","15.56","-2.34","1.00","0.00","0.00","104.00","100.00","91.00","4721","0.00","20.00","216.27","78.43","2052.29","98.00","0.743","14.74","","88.16","3.00",
"2025-12-20T18:33:45.916221Z","29.89","35.62","9.42","20.88","260669.19","2.90","4800","15.64","-2.34","1.00","0.00","0.00","104.00","100.00","91.00","4790","0.00","20.00","239.40","78.43","2150.91","98.00","0.752","14.74","","87.00","3.00",
"2025-12-20T18:33:45.948229Z","29.21","35.68","5.55","20.94","259758.64","2.88","4815","15.87","-2.34","1.00","0.00","0.00","105.00","100.00","91.00","4790","0.00","20.00","239.40","78.43","2150.91","98.00","0.756","14.74","","84.44","3.00",
"2025-12-20T18:33:45.986618Z","28.41","35.32","0.00","20.58","262724.28","2.91","4822","16.81","-2.34","1.00","0.00","0.00","105.00","100.00","91.00","4815","0.00","20.00","241.23","78.82","2005.88","98.00","0.747","14.74","","83.35","3.00",
"2025-12-20T18:33:46.019833Z","28.33","35.02","0.00","20.28","262952.16","2.89","4857","16.30","-2.34","1.00","0.00","0.00","106.00","100.00","91.00","4815","0.00","20.00","241.23","78.82","2005.88","98.00","0.742","14.74","","83.41","3.00",
"2025-12-20T18:33:46.051041Z","28.32","35.80","0.16","21.06","270599.00","2.96","4883","16.30","-2.34","1.00","0.00","0.00","106.00","100.00","91.00","4880","0.00","20.00","227.08","78.82","2059.54","98.00","0.737","14.74","","83.35","3.00",
"2025-12-20T18:33:46.081557Z","28.26","35.31","1.04","20.57","265961.53","2.91","4883","16.05","-2.34","1.00","0.00","0.00","106.00","100.00","91.00","4880","0.00","20.00","227.08","78.82","2059.54","98.00","0.731","14.74","","83.41","3.00",
"2025-12-20T18:33:46.119963Z","28.24","34.64","0.86","19.91","266019.72","2.91","4880","16.74","-2.34","1.00","0.00","0.00","106.00","100.00","91.00","4880","0.00","20.00","227.08","78.82","2059.54","98.00","0.735","14.74","","83.35","3.00",
"2025-12-20T18:33:46.152072Z","28.26","34.48","0.59","19.74","263798.09","2.88","4890","15.66","-2.34","1.00","0.00","0.00","107.00","100.00","91.00","4875","0.00","20.00","227.93","78.82","2097.25","98.00","0.725","14.74","","83.48","3.00",
"2025-12-20T18:33:46.186632Z","28.25","34.42","2.36","19.69","261368.73","2.83","4931","14.84","-2.34","1.00","0.00","0.00","107.00","100.00","91.00","4875","0.00","20.00","227.93","78.82","2097.25","98.00","0.720","14.74","","83.54","3.00",
"2025-12-20T18:33:46.219650Z","28.19","34.16","4.28","19.42","268778.44","2.89","4968","15.93","-2.34","1.00","0.00","0.00","108.00","100.00","91.00","4960","0.00","20.00","225.37","78.82","2187.17","98.00","0.723","14.74","","83.67","3.00",
"2025-12-20T18:33:46.251900Z","28.16","33.99","4.73","19.26","261963.47","2.82","4963","15.81","-2.34","1.00","0.00","0.00","108.00","100.00","91.00","4960","0.00","20.00","225.37","78.82","2187.17","98.00","0.715","14.74","","83.61","3.00",
"2025-12-20T18:33:46.284226Z","28.09","33.78","3.91","19.05","262899.63","2.83","4963","15.69","-2.34","1.00","0.00","0.00","108.00","100.00","91.00","4960","0.00","20.00","225.37","78.82","2187.17","98.00","0.719","14.74","","83.35","3.00",
"2025-12-20T18:33:46.319452Z","27.96","33.60","2.57","18.86","273378.88","2.94","4971","15.01","-2.34","1.00","0.00","0.00","109.00","100.00","91.00","4958","0.00","20.00","227.93","78.82","2171.22","98.00","0.707","14.74","","82.52","3.00",
"2025-12-20T18:33:46.350687Z","27.57","33.42","0.00","18.69","269641.13","2.88","4997","14.66","-2.34","1.00","0.00","0.00","109.00","100.00","91.00","4958","0.00","20.00","227.93","78.82","2171.22","98.00","0.711","14.74","","79.38","3.00",
"2025-12-20T18:33:46.381900Z","25.00","33.66","0.00","18.92","263859.31","2.81","5016","14.19","-2.34","1.00","0.00","0.00","109.00","100.00","91.00","5003","0.00","20.00","239.40","74.51","2107.40","98.00","0.713","14.74","","71.31","3.00",
"2025-12-20T18:33:46.417129Z","14.43","34.34","0.00","19.61","265118.31","2.80","5059","13.98","-2.34","1.00","0.00","0.00","110.00","100.00","91.00","5003","0.00","20.00","239.40","74.51","2107.40","98.00","0.709","14.74","","51.27","3.00",
"2025-12-20T18:33:46.451924Z","13.52","32.43","0.00","17.69","271939.44","2.87","5054","14.02","-2.34","1.00","0.00","0.00","110.00","100.00","91.00","5059","0.00","20.00","229.64","43.14","2187.17","98.00","0.706","14.74","","0.00","3.00",
"2025-12-20T18:33:46.481556Z","12.39","31.75","0.00","17.01","247440.70","2.64","5013","12.13","-2.34","1.00","0.00","0.00","110.00","100.00","91.00","5059","0.00","20.00","229.64","43.14","2187.17","98.00","0.688","14.74","","0.00","3.00",
"2025-12-20T18:33:46.518336Z","11.54","29.59","0.00","14.85","245870.89","2.60","5054","10.93","-2.34","1.00","0.00","0.00","111.00","100.00","91.00","5059","0.00","20.00","229.64","43.14","2187.17","98.00","0.688","14.74","","0.00","3.00",
"2025-12-20T18:33:46.550875Z","11.10","27.75","0.00","13.02","239497.63","2.51","5089","10.99","-2.34","1.00","0.00","0.00","111.00","100.00","91.00","5056","4.50","20.00","190.62","35.29","733.89","98.00","0.734","14.74","","0.00","3.00",
"2025-12-20T18:33:46.586482Z","10.21","25.36","0.00","10.62","213615.33","2.24","5089","16.90","-2.34","1.00","0.00","0.00","111.00","100.00","91.00","5056","4.50","20.00","190.62","35.29","733.89","98.00","0.728","14.74","","0.00","3.00",
"2025-12-20T18:33:46.614884Z","7.01","19.73","0.00","4.99","189898.52","2.00","5081","11.66","-2.34","1.00","0.00","0.00","112.00","72.16","91.00","5084","7.00","20.00","130.34","19.61","735.34","98.00","0.688","14.74","","0.00","3.00",
"2025-12-20T18:33:46.652207Z","7.01","11.41","0.00","-3.33","124300.53","1.35","4919","0.00","-2.34","1.00","0.00","0.00","112.00","72.16","91.00","5084","7.00","20.00","130.34","19.61","735.34","98.00","0.733","14.74","","0.00","3.00",
"2025-12-20T18:33:46.684239Z","7.01","8.34","0.00","-6.40","90628.57","1.00","4860","0.00","-2.34","1.00","0.00","0.00","112.00","14.12","91.00","5084","7.50","20.00","130.34","14.51","735.34","98.00","0.891","14.74","","0.00","3.00",
"2025-12-20T18:33:46.716224Z","7.01","6.39","0.00","-8.35","70833.55","0.79","4817","0.00","-2.34","1.00","0.00","0.00","112.00","14.12","91.00","4857","7.50","20.00","26.95","14.51","678.78","98.00","1.063","14.74","","0.00","3.00",
"2025-12-20T18:33:46.748220Z","7.01","4.99","0.00","-9.74","55762.01","0.63","4749","0.00","-1.56","1.00","0.00","0.00","112.00","14.12","91.00","4857","7.50","20.00","26.95","14.51","678.78","98.00","1.151","14.74","","0.00","3.00",
"2025-12-20T18:33:46.785535Z","7.01","4.17","0.00","-10.57","43125.38","0.49","4695","0.00","-0.78","1.00","0.00","0.00","112.00","0.00","91.00","4718","9.50","21.00","39.65","14.51","688.93","98.00","1.073","14.74","","0.00","3.00",
"2025-12-20T18:33:46.817586Z","7.01","3.82","0.00","-10.92","37342.32","0.43","4653","0.00","-0.39","1.00","0.00","0.00","112.00","0.00","91.00","4718","9.50","21.00","39.65","14.51","688.93","98.00","0.800","14.74","","0.00","3.00",
"2025-12-20T18:33:46.849550Z","7.01","3.25","0.00","-11.49","32111.47","0.37","4591","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4593","11.50","22.00","16.33","14.51","475.72","98.00","0.844","14.74","","0.00","3.00",
"2025-12-20T18:33:46.883249Z","7.01","2.83","0.00","-11.91","27906.48","0.33","4546","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4593","11.50","22.00","16.33","14.51","475.72","98.00","0.962","14.74","","0.00","4.00",
"2025-12-20T18:33:46.919612Z","7.02","2.67","0.00","-12.07","25953.90","0.31","4490","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4593","11.50","22.00","16.33","14.51","475.72","98.00","1.229","14.74","","0.00","4.00",
"2025-12-20T18:33:46.952156Z","7.02","2.45","0.00","-12.29","23664.44","0.28","4435","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4477","13.50","24.00","14.04","14.51","520.69","98.00","0.825","14.74","","0.00","4.00",
"2025-12-20T18:33:46.982872Z","7.02","2.39","0.00","-12.35","22613.38","0.28","4389","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4477","13.50","24.00","14.04","14.51","520.69","98.00","0.882","14.74","","0.00","4.00",
"2025-12-20T18:33:47.018697Z","7.02","2.37","0.00","-12.37","21511.02","0.27","4326","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4350","15.50","25.00","14.26","14.12","448.17","98.00","0.974","14.74","","0.00","4.00",
"2025-12-20T18:33:47.052207Z","7.02","2.15","0.00","-12.59","20268.50","0.25","4283","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4350","15.50","25.00","14.26","14.12","448.17","98.00","1.093","14.74","","0.00","4.00",
"2025-12-20T18:33:47.084243Z","7.02","2.40","0.00","-12.33","19796.18","0.25","4242","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4350","18.50","26.00","14.26","14.51","448.17","98.00","1.343","14.74","","0.00","4.00",
"2025-12-20T18:33:47.116210Z","7.02","2.17","0.00","-12.57","19527.25","0.25","4204","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4238","18.50","26.00","13.29","14.51","471.37","98.00","1.503","14.74","","0.00","4.00",
"2025-12-20T18:33:47.152417Z","7.02","2.05","0.00","-12.68","19085.80","0.25","4141","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4238","18.50","26.00","13.29","14.51","471.37","98.00","1.507","14.74","","0.00","4.00",
"2025-12-20T18:33:47.185528Z","7.02","2.23","0.00","-12.51","18476.31","0.24","4097","0.00","0.39","1.00","0.00","0.00","112.00","0.00","91.00","4123","19.00","26.00","10.18","14.12","503.28","98.00","1.507","14.74","","0.00","4.00",
"2025-12-20T18:33:47.214762Z","7.08","2.24","0.00","-12.50","17936.30","0.24","4055","0.00","0.39","1.00","0.00","0.00","111.00","0.00","91.00","4123","19.00","26.00","10.18","14.12","503.28","98.00","1.507","14.74","","6.96","4.00",
"2025-12-20T18:33:47.249544Z","8.60","2.43","0.00","-12.31","19390.12","0.26","3994","0.00","0.39","1.00","0.00","0.00","111.00","0.00","91.00","4006","19.00","26.00","6.36","18.04","435.11","98.00","1.507","14.74","","16.89","4.00",
"2025-12-20T18:33:47.281554Z","9.48","3.82","0.00","-10.92","33263.05","0.45","3984","0.00","0.39","1.00","0.00","0.00","111.00","0.00","91.00","4006","19.00","26.00","6.36","18.04","435.11","98.00","1.507","14.74","","20.60","4.00",
"2025-12-20T18:33:47.318863Z","9.69","5.98","0.00","-8.75","53692.09","0.73","3954","0.00","0.39","1.00","0.00","0.00","111.00","0.00","91.00","4006","19.00","26.00","6.36","18.04","435.11","98.00","1.507","14.74","","21.43","4.00",
"2025-12-20T18:33:47.350894Z","9.70","7.25","0.00","-7.49","71821.30","0.98","3893","0.00","0.39","1.00","0.00","0.00","111.00","30.98","91.00","3939","5.50","27.00","40.65","24.71","1364.81","98.00","1.507","14.74","","21.82","4.00",
"2025-12-20T18:33:47.385280Z","9.82","8.43","0.00","-6.30","76196.06","1.07","3805","0.00","0.39","1.00","0.00","0.00","111.00","30.98","91.00","3939","5.50","27.00","40.65","24.71","1364.81","98.00","0.942","14.74","","22.91","4.00",
"2025-12-20T18:33:47.414865Z","9.93","9.84","0.00","-4.90","76690.28","1.10","3716","-3.84","0.39","1.00","0.00","0.00","111.00","36.47","91.00","3725","11.00","27.00","46.17","25.49","2072.59","98.00","0.927","14.74","","24.06","4.00",
"2025-12-20T18:33:47.452941Z","10.07","11.30","0.00","-3.43","79003.84","1.13","3742","-3.84","0.39","1.00","0.00","0.00","111.00","36.47","91.00","3725","11.00","27.00","46.17","25.49","2072.59","98.00","0.853","14.74","","24.83","4.00",
"2025-12-20T18:33:47.484188Z","10.23","11.62","0.00","-3.12","80742.57","1.13","3805","-19.80","0.39","1.00","0.00","0.00","111.00","45.10","91.00","3805","2.00","27.00","57.33","27.06","2072.59","98.00","0.688","14.74","","26.30","4.00",
"2025-12-20T18:33:47.516192Z","10.49","12.96","0.00","-1.77","80911.48","1.13","3820","-22.58","0.39","1.00","0.00","0.00","111.00","45.10","91.00","3805","2.00","27.00","57.33","27.06","2105.95","98.00","0.688","14.74","","27.77","4.00",
"2025-12-20T18:33:47.548193Z","10.53","13.10","0.00","-1.63","83094.02","1.17","3791","-22.38","0.39","1.00","0.00","0.00","111.00","45.10","91.00","3805","2.00","27.00","57.33","27.06","2105.95","98.00","0.707","14.74","","28.03","4.00",
"2025-12-20T18:33:47.585523Z","10.53","13.56","0.00","-1.18","83904.45","1.19","3768","-15.32","0.39","1.00","0.00","0.00","111.00","54.51","91.00","3777","11.50","27.00","67.63","28.63","2074.04","98.00","0.790","14.74","","28.16","4.00",
"2025-12-20T18:33:47.619133Z","10.57","13.77","0.00","-0.97","82357.13","1.17","3772","-9.97","0.39","1.00","0.00","0.00","111.00","54.51","91.00","3777","11.50","27.00","67.63","28.63","2074.04","98.00","0.846","14.74","","28.48","4.00",
"2025-12-20T18:33:47.649526Z","10.58","14.39","0.00","-0.34","81684.67","1.16","3772","-9.20","0.39","1.00","0.00","0.00","111.00","54.12","91.00","3768","10.00","27.00","67.63","29.02","2201.68","98.00","0.856","14.74","","28.67","4.00",
"2025-12-20T18:33:47.685368Z","10.61","14.42","0.00","-0.32","81414.65","1.15","3780","-10.75","0.39","1.00","0.00","0.00","111.00","54.12","91.00","3768","10.00","27.00","67.63","29.02","2201.68","98.00","0.837","14.74","","28.92","4.00",
"2025-12-20T18:33:47.718848Z","10.85","14.65","0.00","-0.09","82038.59","1.16","3783","-12.17","0.39","1.00","0.00","0.00","111.00","54.12","91.00","3768","10.00","27.00","67.63","29.02","2201.68","98.00","0.830","14.74","","31.68","4.00",
"2025-12-20T18:33:47.750881Z","11.12","15.46","0.00","0.73","82794.77","1.17","3772","-12.04","0.39","1.00","0.00","0.00","111.00","56.47","91.00","3774","8.50","27.00","70.80","29.80","2129.16","98.00","0.842","14.74","","34.75","4.00",
"2025-12-20T18:33:47.782864Z","11.50","15.57","0.00","0.83","88130.09","1.24","3785","-9.38","0.39","1.00","0.00","0.00","111.00","56.47","91.00","3774","8.50","27.00","70.80","29.80","2129.16","98.00","0.865","14.74","","36.29","4.00",
"2025-12-20T18:33:47.814871Z","11.59","16.08","0.00","1.34","92545.76","1.30","3797","-7.89","0.39","1.00","0.00","0.00","111.00","67.84","91.00","3788","6.00","27.00","84.79","34.12","2204.58","98.00","0.891","14.74","","37.06","4.00",
"2025-12-20T18:33:47.852181Z","11.69","16.50","0.00","1.76","94880.12","1.34","3786","-5.17","0.39","1.00","0.00","0.00","111.00","67.84","91.00","3788","6.00","27.00","84.79","34.12","2204.58","98.00","0.885","14.73","","37.83","4.00",
"2025-12-20T18:33:47.884226Z","11.77","16.74","0.00","2.00","96415.16","1.36","3785","-5.68","0.39","1.00","0.00","0.00","112.00","71.37","91.00","3789","2.50","27.00","87.82","34.90","2204.58","98.00","0.848","14.73","","38.21","4.00",
"2025-12-20T18:33:47.916193Z","11.86","17.60","0.00","2.86","97158.59","1.37","3789","-8.20","0.39","1.00","0.00","0.00","112.00","71.37","91.00","3789","2.50","27.00","87.82","34.90","2145.11","99.00","0.827","14.73","","38.72","4.00",
"2025-12-20T18:33:47.948194Z","11.89","18.13","0.00","3.40","100363.95","1.41","3805","-7.91","0.39","1.00","0.00","0.00","112.00","71.37","91.00","3789","2.50","27.00","87.82","34.90","2145.11","99.00","0.822","14.73","","39.36","4.00",
"2025-12-20T18:33:47.985520Z","12.06","18.73","0.00","3.99","103422.37","1.45","3802","-6.67","0.39","1.00","0.00","0.00","112.00","75.69","91.00","3806","2.00","27.00","95.98","36.47","2169.77","99.00","0.827","14.73","","41.03","4.00",
"2025-12-20T18:33:48.019224Z","12.33","18.98","0.00","4.25","107428.57","1.51","3798","-4.53","0.39","1.00","0.00","0.00","112.00","75.69","91.00","3806","2.00","27.00","95.98","36.47","2169.77","99.00","0.830","14.73","","42.63","4.00",
"2025-12-20T18:33:48.052910Z","12.39","19.15","0.00","4.41","109208.72","1.54","3794","-5.03","0.39","1.00","0.00","0.00","112.00","81.57","91.00","3792","0.50","27.00","101.82","38.04","2187.17","99.00","0.810","14.73","","42.89","4.00",
"2025-12-20T18:33:48.081788Z","12.39","19.04","0.00","4.31","113007.34","1.58","3814","-6.25","0.39","1.00","0.00","0.00","112.00","81.57","91.00","3792","0.50","27.00","101.82","38.04","2187.17","99.00","0.795","14.73","","42.82","4.00",
